Unnamed: 0,post_url,num_likes,num_comments,caption,labels,engagement,e_lev,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,quartile
0,https://scontent-sea1-1.cdninstagram.com/vp/8ecca003eecc1c04bb2d0d1664fb2dbf/5E5855EA/t51.2885-15/fr/e15/p1080x1080/73470573_2379932355465500_5911456957691088762_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108,0.2819155713623009,0.09476998694416712,"photo by jimmy chin @jimmychin | half dome after a storm. for more images of wilderness landscapes around the world, follow @jimmychin","['mountainous landforms', 'mountain', 'white', 'black', 'atmospheric phenomenon', 'mist', 'sky', 'black-and-white', 'fog', 'mountain range']",0.16962822071142064,1,0.015168371610343456,0.015195081010460854,0.923984944820404,0.015293282456696033,0.015162503346800804,0.015195765532553196,2
1,https://scontent-sea1-1.cdninstagram.com/vp/5167596af2873c038998780848ebdf73/5E89487C/t51.2885-15/e35/s1080x1080/72660983_438148996837205_4568739265499612557_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=105,0.15277501159734033,0.07226787497120037,"photos by ian teh @iantehphotography | i’m on the trail to discover how cardamom is harvested and used in vietnamese culture. on this day i’m off to a region in sapa that’s supposed to have some spectacular scenery—if only i could see it. swipe to see more. 1. traveling vietnamese style, lang has my suitcase between her legs, and i have my camera bag on my front, with camera in hand, plus a backpack. 2. the near-constant fog gave way to torrential rain today, hence the emergency poncho outfits. 3. the rain didn't relent so plan b was to have a vietnamese coffee. sure enough, the weather improved after i ordered. 4. the weather cleared a little, giving me a taste of what surrounded me. on assignment for @natgeo #onassignment #natgeo #vietnam #sapa #travel","['motor vehicle', 'vehicle', 'mode of transport', 'automotive wheel system', 'rickshaw', 'automotive tire', 'tricycle', 'wheel', 'car']",0.10447072962165635,0,0.016721662133932114,0.016740061342716217,0.016879819333553314,0.016829779371619225,0.9161528944969177,0.016675768420100212,1
2,https://scontent-sea1-1.cdninstagram.com/vp/2134b8427eca72793d85734c33ad6d24/5E43C4D8/t51.2885-15/fr/e15/s1080x1080/70484592_2488119921407632_5252371194531992244_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=104,0.377510437606309,0.26733737808156055,"photo by thomas peschak @thomaspeschak | the mystery of the galápagos shrinking iguana: in lean times, when food is scarce, marine iguanas are able to shrink their skeleton and reduce their size by up to 20%. smaller animals require less energy, and the odds of surviving tough times increases. when food (mainly seaweed) becomes abundant again, their skeletons can regrow. follow @thomaspeschak for more close encounters with marine iguanas.","['green sea turtle', 'turtle', 'sea turtle', 'reptile', 'marine biology', 'organism', 'underwater', 'marine iguana', 'adaptation', 'olive ridley sea turtle']",0.31140660189145997,1,0.015282481908798218,0.015198499895632267,0.015187319368124008,0.015212655067443848,0.015205440111458302,0.9239135980606079,3
3,https://scontent-sea1-1.cdninstagram.com/vp/78df8a5939b04b6697e6fa86114491e1/5E5ED408/t51.2885-15/fr/e15/s1080x1080/70594994_2448995185319541_2117090738853338928_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=109,0.09956579557754755,0.03778511635051071,"photo by katie orlinsky @katieorlinsky | olga and anna lang at their family’s cabin on the kolyma river, outside cherskiy, siberia. like a lot of remote communities in the arctic, the lang’s cabin is off the grid, far from any grocery stores and with minimal access to power and electricity. they live off the land as much as they can, depending on hunting and fishing for dietary staples. however, as permafrost thaws, their ice cellar (a homemade freezer dug into the permafrost) keeps flooding, and the langs and others like them struggle to keep their fish and meat fresh. learn more about permafrost in my recently published @natgeo article “the threat below” (link in my bio @katieorlinsky).","['temple', 'cuisine']",0.062497388041325444,0,0.05579529330134392,0.3992222547531128,0.05598382651805878,0.055709365755319595,0.37749183177948,0.05579741299152374,0
4,https://scontent-sea1-1.cdninstagram.com/vp/0353ce11ba92fa00eebe6162b29b8f3b/5E55E99C/t51.2885-15/fr/e15/s1080x1080/73393206_1737857599679766_2290445194462404188_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106,0.11479882480284521,0.05606328238998541,"photo by tasneem alsultan @tasneemalsultan | ""i can't define what type of marriage i had for 18 years, but i know i suffered. i finally understood that in order to receive my divorce, i had to give away my children. on my tearful return from dropping off my children to their father in a new city, i found that my home had been set on fire. i had lost everything. when the pain is too intense, you become numb..."" these are the words of woman i'll call ""n,"" who stands in the shell of her home. she plans to rebuild it. as part of my ongoing project saudi tales of love, i've been documenting the lives of over 40 saudi women across the country. i realize as a saudi woman myself that there are obstacles that are unique to us as saudi women, but i also have come to see how the more difficulties there are...the more strong and resilient we become. #women #saudiarabia

nat geo is celebrating women who fearlessly push boundaries and inspire the next generation of changemakers. for a week, all of our posts and stories on @natgeo were photographed by women, about women. use #natgeowomenofimpact to share how a woman in your life has empowered you.","['tree', 'palm tree', 'arecales', 'woody plant', 'plant', 'date palm', 'adaptation', 'house', 'architecture', 'landscape']",0.07955749935512933,0,0.015438168309628963,0.015339171513915062,0.015426146797835827,0.9233205318450928,0.01527183037251234,0.015204194001853466,0
5,https://scontent-sea1-1.cdninstagram.com/vp/148e905bc2757e83d0edefa153be332a/5E5DE27D/t51.2885-15/fr/e15/s1080x1080/70628931_560748411335058_1019327032507952234_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106,0.1487057368176898,0.07941018354965057,"photo by muhammed muheisen @mmuheisen | a father and daughter moment: this is mohammed, a 32-year-old refugee from afghanistan, playing with three-month-old dunia outside their shelter in a camp in athens, greece. for more photos and videos of the refugee crisis, follow me @mmuheisen @mmuheisenpublic. for more on how to get involved, follow @everydayrefugees.  #muhammedmuheisen #everydayrefugees","['photograph', 'people', 'snapshot', 'male', 'interaction', 'human', 'child', 'photography', 'street', 'smile']",0.10712840485686627,0,0.5157988667488098,0.015197708271443844,0.2585535943508148,0.015341791324317455,0.015206452459096909,0.1799016147851944,1
6,https://scontent-sea1-1.cdninstagram.com/vp/fd4fb78dcb1d44684d60e432403357e0/5E5AB209/t51.2885-15/fr/e15/s1080x1080/69568726_704359700012738_1908601801647046734_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102,0.20401670017009432,0.04769218953997389,"photo by pete mcbride @pedromcbride | seeing stripes: botswana’s national animal, the zebra, migrates across the country twice a year. during the migrations, zebras and other wildlife started competing with cattle for limited water sources  after the boteti river dried up. in 2009 high rainfall restored the river’s flow for the first time in 20 years, bringing much-needed relief to the area’s migratory animals. botswana is one of 17 countries under extremely high water stress, like many regions facing imminent global water shortage. for more on conservation of wildlife and water, follow @pedromcbride. #zebras #botswana #okavango #water #migration","['grass', 'wildlife', 'soil', 'photography', 'plant', 'bird']",0.11022199379202206,0,0.8801564574241638,0.024107059463858604,0.023951368406414986,0.023961061611771584,0.023939551785588264,0.02388450875878334,1
7,https://scontent-sea1-1.cdninstagram.com/vp/64c169741dd2818ac3f6fd49a355689e/5E555130/t51.2885-15/fr/e15/s1080x1080/70349855_531297774337339_3992793999803569802_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=107,0.1605405906912015,0.08133015897396513,"photo by stephanie sinclair @stephsinclairpix | today is the international day of the girl child, which aims to highlight and address the needs and challenges girls face, while promoting girls' empowerment and the fulfillment of their human rights. for this year’s theme, girlforce: unscripted and unstoppable, i am sharing an image of girls participating in a soccer training provided by the nonprofit organization @yuwaindia, which works with girls from socially and economically disadvantaged families in rural jharkhand, where 5 out of 10 girls drop out of school and become child brides. sports can be used as an empowerment tool, challenging gender norms while building self-esteem, courage, and self-efficacy. when community members see girls achieve in sports, they often recognize their potential to achieve in other domains as well. over the next week, i will be sharing more images from this nat geo assignment on my feed @stephsinclairpix and @tooyoungtowed. #dayofthegirl #letgirlslearn #endchildmarriage","['soccer', 'play', 'street football', 'ball', 'fun', 'soccer ball', 'team sport', 'football', 'child', 'adaptation']",0.11301433166085967,0,0.015408510342240334,0.015397211536765099,0.015276954509317875,0.015200022608041763,0.0152877327054739,0.923429548740387,1
8,https://scontent-sea1-1.cdninstagram.com/vp/8e1bf58b61036c52d008bcf1418c0fef/5E540EC4/t51.2885-15/fr/e15/s1080x1080/72359783_450897025528823_958149796342377834_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=111,0.16534838410391217,0.04131787113124952,"photo by drew rush @drewtrush | sugarloaf mountain stands near the top of the snowy range, in southeastern wyoming. fall is sweeping across the rockies, and soon lakes that seemingly just thawed will freeze again with the onset of winter. to see more from across the west, follow along with photographer @drewtrush.","['body of water', 'reflection', 'nature', 'blue', 'natural landscape', 'lake', 'sky', 'tarn', 'water', 'wilderness']",0.09093007632031458,0,0.015177580527961254,0.015187054872512817,0.924076497554779,0.01519381906837225,0.015175008215010166,0.015190047211945057,1
9,https://scontent-sea1-1.cdninstagram.com/vp/57bb33df30b192a7b9ac9edfb44d7507/5E4A4D12/t51.2885-15/fr/e15/p1080x1080/72625018_476970262890615_8740506596305818953_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=103,0.12541951445801763,0.04254665540281084,"photo by michael christopher brown @michaelchristopherbrown | the old city of jerusalem is not only a holy place and home to several of the world’s religions and their followers, but also a good place to meet visitors from around the world. i love wandering the different quarters and pathways, chatting with various folks and photographing the terrain and diversity of life, all contained within a .9-square- kilometer walled area inside the modern city of jerusalem. #jerusalem #old city","['photograph', 'monochrome', 'black-and-white', 'monochrome photography', 'gentleman', 'male', 'film noir', 'photography', 'street', 'style']",0.07569579902489357,0,0.015556520782411098,0.015263199806213379,0.9235004782676697,0.015217367559671402,0.015271749347448349,0.01519061904400587,0
10,https://scontent-sea1-1.cdninstagram.com/vp/7856c35c5ada1c3bba14ecb4d96b5816/5E68770B/t51.2885-15/e35/p1080x1080/73505108_2430592750329647_1711246570989833753_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=111,0.3643488479975259,0.11335534905153213,"photo by george steinmetz @geosteinmetz | harvesting wheat on china’s loess plateau, in ningxia, is still a family affair. the fine silty soil was deposited by desert winds over thousands of years, and then carved into terraces for agriculture. farming here is increasingly difficult as children migrate to the cities for higher paying jobs. with a small amount of arable land per capita, china struggles to feed itself. to explore more of our world from above, follow @geosteinemtz.","[""bird's-eye view"", 'aerial photography', 'terrace', 'landscape', 'geology', 'field', 'terrain', 'stock photography', 'plain']",0.21375274862992966,1,0.01667735166847706,0.01671024039387703,0.016693301498889923,0.01671794429421425,0.9163680672645569,0.01683310605585575,3
11,https://scontent-sea1-1.cdninstagram.com/vp/f41c7679748793e163941e6bfe5b0fe3/5E56A34A/t51.2885-15/fr/e15/s1080x1080/74349805_427903131456758_4499703217155466339_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102,0.1447644966754291,0.02657245987251363,"photo by william daniels @williamodaniels | near sugula, in southern mali, a group carries basins of maize cobs on their heads. in 2009, i travelled for a week in the region to photograph countryside schools for a project on education. in crowded rooms, i met children excited to attend but also those who can’t because they have to work with their parents. sometimes i even photographed adults outside a school as they listened to the teacher through a window. wherever i am in the world, i love visiting schools— they tell us so much about the societies we are visiting. follow me on @williamodaniels for more human stories around the world.","['road', 'sky', 'nature', 'cycling', 'vegetation', 'atmospheric phenomenon', 'tree', 'bicycle', 'asphalt', 'dirt road']",0.07384927459367982,0,0.015189126133918762,0.015215510502457619,0.37291690707206726,0.015471544116735458,0.015183523297309875,0.5660234093666077,0
